MM:DD:YYYY hh:mm:ss,Library_Version,Session_type,Device_Number,Battery_Voltage,Motor_Turns,FR,Event,Active_Poke,Left_Poke_Count,Right_Poke_Count,Pellet_Count,Block_Pellet_Count,Retrieval_Time,InterPelletInterval,Poke_Time
9/17/2025 5:49:45,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,59,51,0,nan,nan,0.01
9/17/2025 5:49:48,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,59,52,0,1.95,33,nan
9/17/2025 5:50:18,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,60,52,0,nan,nan,0.03
9/17/2025 5:50:20,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,60,53,0,1.22,32,nan
9/17/2025 5:50:59,1.16.3,FR1 Right,0,4.05,nan,1,Right,Left,115,61,53,0,nan,nan,0.01
9/17/2025 5:50:59,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,61,54,0,0.06,39,nan
9/17/2025 8:23:34,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,62,54,0,nan,nan,0.00
9/17/2025 8:23:35,1.16.3,FR1 Right,0,4.04,nan,1,RightDuringDispense,Left,115,63,54,0,nan,nan,0.13
9/17/2025 8:23:39,1.16.3,FR1 Right,0,4.04,nan,1,RightDuringDispense,Left,115,64,54,0,nan,nan,1.42
9/17/2025 8:23:43,1.16.3,FR1 Right,0,4.04,3,1,Pellet,Left,115,64,55,0,1.16,9164,nan
9/17/2025 8:24:13,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,65,55,0,nan,nan,0.00
9/17/2025 8:24:14,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,115,65,56,0,0.06,31,nan
9/17/2025 8:24:37,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,66,56,0,nan,nan,0.11
9/17/2025 8:24:37,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,66,57,0,0.06,23,nan
9/17/2025 8:25:05,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,67,57,0,nan,nan,0.09
9/17/2025 8:25:07,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,115,67,58,0,0.79,29,nan
9/17/2025 8:27:55,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,115,68,58,0,nan,nan,0.42
9/17/2025 8:27:56,1.16.3,FR1 Right,0,4.05,1,1,Pellet,Left,115,68,59,0,0.06,170,nan
9/17/2025 9:54:43,1.16.3,FR1 Right,0,4.04,nan,1,Left,Left,116,68,59,0,nan,nan,0.10
9/17/2025 10:49:35,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,116,69,59,0,nan,nan,0.23
9/17/2025 10:49:37,1.16.3,FR1 Right,0,4.04,2,1,Pellet,Left,116,69,60,0,0.06,8501,nan
9/17/2025 12:49:46,1.16.3,FR1 Right,0,4.04,nan,1,Left,Left,117,69,60,0,nan,nan,0.24
9/17/2025 12:50:12,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,70,60,0,nan,nan,0.09
9/17/2025 12:50:14,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,70,61,0,0.85,7237,nan
9/17/2025 12:51:01,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,71,61,0,nan,nan,0.03
9/17/2025 12:51:05,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,71,62,0,3.06,51,nan
9/17/2025 12:51:37,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,72,62,0,nan,nan,0.00
9/17/2025 12:51:40,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,72,63,0,1.40,34,nan
9/17/2025 12:52:15,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,73,63,0,nan,nan,0.00
9/17/2025 12:52:16,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,73,64,0,0.06,37,nan
9/17/2025 12:53:09,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,74,64,0,nan,nan,0.12
9/17/2025 12:53:11,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,74,65,0,1.09,55,nan
9/17/2025 12:53:49,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,75,65,0,nan,nan,0.04
9/17/2025 12:53:50,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,75,66,0,0.12,39,nan
9/17/2025 12:54:28,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,76,66,0,nan,nan,0.00
9/17/2025 12:54:29,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,76,67,0,0.42,39,nan
9/17/2025 12:55:18,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,77,67,0,nan,nan,0.00
9/17/2025 12:55:19,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,77,68,0,0.30,50,nan
9/17/2025 12:55:44,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,78,68,0,nan,nan,0.00
9/17/2025 12:55:45,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,78,69,0,0.36,26,nan
9/17/2025 12:56:15,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,79,69,0,nan,nan,0.10
9/17/2025 12:56:17,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,79,70,0,0.79,32,nan
9/17/2025 12:56:47,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,80,70,0,nan,nan,0.00
9/17/2025 12:56:47,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,80,71,0,0.06,30,nan
9/17/2025 12:58:07,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,81,71,0,nan,nan,0.18
9/17/2025 12:58:08,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,81,72,0,0.06,81,nan
9/17/2025 12:58:44,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,82,72,0,nan,nan,0.00
9/17/2025 12:58:45,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,82,73,0,0.61,37,nan
9/17/2025 12:59:26,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,83,73,0,nan,nan,0.01
9/17/2025 12:59:28,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,83,74,0,1.16,43,nan
9/17/2025 12:59:56,1.16.3,FR1 Right,0,4.04,nan,1,Right,Left,117,84,74,0,nan,nan,0.00
9/17/2025 12:59:59,1.16.3,FR1 Right,0,4.04,1,1,Pellet,Left,117,84,75,0,1.65,31,nan
9/17/2025 15:23:28,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,85,75,0,nan,nan,0.10
9/17/2025 15:23:28,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,85,76,0,0.06,8609,nan
9/17/2025 15:23:56,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,86,76,0,nan,nan,0.00
9/17/2025 15:23:59,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,86,77,0,1.95,31,nan
9/17/2025 16:52:54,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,87,77,0,nan,nan,0.02
9/17/2025 16:52:56,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,87,78,0,0.91,5337,nan
9/17/2025 16:59:47,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,88,78,0,nan,nan,0.04
9/17/2025 16:59:51,1.16.3,FR1 Right,0,4.03,2,1,Pellet,Left,117,88,79,0,0.67,415,nan
9/17/2025 17:00:22,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,89,79,0,nan,nan,0.00
9/17/2025 17:00:23,1.16.3,FR1 Right,0,4.03,2,1,Pellet,Left,117,89,80,0,0.06,32,nan
9/17/2025 17:00:52,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,90,80,0,nan,nan,0.00
9/17/2025 17:00:55,1.16.3,FR1 Right,0,4.03,2,1,Pellet,Left,117,90,81,0,0.30,32,nan
9/17/2025 17:01:22,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,91,81,0,nan,nan,0.00
9/17/2025 17:01:24,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,91,82,0,0.79,29,nan
9/17/2025 17:04:57,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,92,82,0,nan,nan,0.03
9/17/2025 17:04:59,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,92,83,0,0.79,215,nan
9/17/2025 17:05:22,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,93,83,0,nan,nan,0.00
9/17/2025 17:05:24,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,93,84,0,0.42,25,nan
9/17/2025 17:05:57,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,94,84,0,nan,nan,0.00
9/17/2025 17:05:58,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,94,85,0,0.67,34,nan
9/17/2025 17:06:29,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,95,85,0,nan,nan,0.01
9/17/2025 17:06:30,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,95,86,0,0.06,32,nan
9/17/2025 17:06:57,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,96,86,0,nan,nan,0.14
9/17/2025 17:06:58,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,96,87,0,0.06,28,nan
9/17/2025 17:07:32,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,97,87,0,nan,nan,0.01
9/17/2025 17:07:34,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,97,88,0,0.85,36,nan
9/17/2025 17:08:07,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,98,88,0,nan,nan,0.00
9/17/2025 17:08:08,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,98,89,0,0.06,34,nan
9/17/2025 17:08:40,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,99,89,0,nan,nan,0.04
9/17/2025 17:08:41,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,99,90,0,0.06,33,nan
9/17/2025 17:09:12,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,100,90,0,nan,nan,0.03
9/17/2025 17:09:13,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,100,91,0,0.06,32,nan
9/17/2025 17:09:51,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,101,91,0,nan,nan,0.00
9/17/2025 17:09:52,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,101,92,0,0.73,39,nan
9/17/2025 17:10:42,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,102,92,0,nan,nan,0.00
9/17/2025 17:10:43,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,102,93,0,0.67,51,nan
9/17/2025 17:12:29,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,103,93,0,nan,nan,0.00
9/17/2025 17:12:31,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,103,94,0,0.97,108,nan
9/17/2025 17:13:12,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,104,94,0,nan,nan,0.02
9/17/2025 17:13:13,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,104,95,0,0.61,42,nan
9/17/2025 17:13:57,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,117,105,95,0,nan,nan,0.19
9/17/2025 17:13:58,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,117,105,96,0,0.06,44,nan
9/17/2025 17:26:25,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,118,105,96,0,nan,nan,0.20
9/17/2025 17:26:28,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,119,105,96,0,nan,nan,0.45
9/17/2025 17:28:34,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,120,105,96,0,nan,nan,0.00
9/17/2025 19:20:06,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,106,96,0,nan,nan,0.14
9/17/2025 19:20:07,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,106,97,0,0.06,7570,nan
9/17/2025 19:20:43,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,107,97,0,nan,nan,0.01
9/17/2025 19:20:46,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,107,98,0,1.95,38,nan
9/17/2025 19:21:32,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,108,98,0,nan,nan,0.09
9/17/2025 19:21:34,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,108,99,0,1.16,49,nan
9/17/2025 19:22:24,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,109,99,0,nan,nan,0.43
9/17/2025 19:22:25,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,109,100,0,0.48,51,nan
9/17/2025 19:23:07,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,110,100,0,nan,nan,0.02
9/17/2025 19:23:07,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,110,101,0,0.24,42,nan
9/17/2025 19:23:42,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,111,101,0,nan,nan,0.07
9/17/2025 19:23:44,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,111,102,0,1.03,37,nan
9/17/2025 19:24:23,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,112,102,0,nan,nan,0.13
9/17/2025 19:24:24,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,112,103,0,0.06,40,nan
9/17/2025 19:25:06,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,120,113,103,0,nan,nan,0.00
9/17/2025 19:25:07,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,120,113,104,0,0.55,43,nan
9/17/2025 19:27:27,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,121,113,104,0,nan,nan,0.00
9/17/2025 19:27:31,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,122,113,104,0,nan,nan,0.28
9/17/2025 19:27:37,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,123,113,104,0,nan,nan,0.05
9/17/2025 19:27:46,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,114,104,0,nan,nan,0.00
9/17/2025 19:27:47,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,114,105,0,0.06,160,nan
9/17/2025 19:33:03,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,115,105,0,nan,nan,0.03
9/17/2025 19:33:05,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,115,106,0,0.79,318,nan
9/17/2025 19:33:58,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,116,106,0,nan,nan,0.00
9/17/2025 19:33:59,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,116,107,0,0.06,54,nan
9/17/2025 19:35:11,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,117,107,0,nan,nan,0.00
9/17/2025 19:35:13,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,117,108,0,1.03,73,nan
9/17/2025 20:33:44,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,118,108,0,nan,nan,0.05
9/17/2025 20:33:48,1.16.3,FR1 Right,0,4.03,2,1,Pellet,Left,123,118,109,0,1.16,3516,nan
9/17/2025 20:34:18,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,119,109,0,nan,nan,0.10
9/17/2025 20:34:19,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,119,110,0,0.97,31,nan
9/17/2025 20:34:41,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,120,110,0,nan,nan,0.11
9/17/2025 20:34:43,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,120,111,0,0.48,24,nan
9/17/2025 20:35:20,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,121,111,0,nan,nan,0.00
9/17/2025 20:35:22,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,121,112,0,0.85,39,nan
9/17/2025 20:35:46,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,123,122,112,0,nan,nan,0.16
9/17/2025 20:35:47,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,122,113,0,0.06,24,nan
9/17/2025 20:36:30,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,123,113,0,nan,nan,0.00
9/17/2025 20:36:31,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,123,114,0,0.06,45,nan
9/17/2025 20:37:01,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,124,114,0,nan,nan,0.00
9/17/2025 20:37:02,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,124,115,0,0.36,31,nan
9/17/2025 20:37:31,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,125,115,0,nan,nan,0.00
9/17/2025 20:37:32,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,125,116,0,0.06,30,nan
9/17/2025 20:38:01,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,126,116,0,nan,nan,0.00
9/17/2025 20:38:02,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,126,117,0,0.36,30,nan
9/17/2025 20:38:35,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,127,117,0,nan,nan,0.16
9/17/2025 20:38:36,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,127,118,0,0.06,33,nan
9/17/2025 20:39:02,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,128,118,0,nan,nan,0.11
9/17/2025 20:39:03,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,128,119,0,0.30,28,nan
9/17/2025 20:39:30,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,129,119,0,nan,nan,0.00
9/17/2025 20:39:31,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,129,120,0,0.42,28,nan
9/17/2025 20:39:56,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,130,120,0,nan,nan,0.16
9/17/2025 20:40:00,1.16.3,FR1 Right,0,4.03,2,1,Pellet,Left,123,130,121,0,0.55,29,nan
9/17/2025 20:40:23,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,131,121,0,nan,nan,0.00
9/17/2025 20:40:24,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,131,122,0,0.06,24,nan
9/17/2025 20:40:50,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,132,122,0,nan,nan,0.00
9/17/2025 20:40:52,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,132,123,0,0.55,27,nan
9/17/2025 20:41:25,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,133,123,0,nan,nan,0.00
9/17/2025 20:41:26,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,133,124,0,0.12,35,nan
9/17/2025 20:41:58,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,134,124,0,nan,nan,0.05
9/17/2025 20:41:58,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,134,125,0,0.06,32,nan
9/17/2025 20:42:25,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,135,125,0,nan,nan,0.17
9/17/2025 20:42:25,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,135,126,0,0.06,27,nan
9/17/2025 20:42:53,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,136,126,0,nan,nan,0.00
9/17/2025 20:42:54,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,136,127,0,0.06,29,nan
9/17/2025 20:43:32,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,137,127,0,nan,nan,0.19
9/17/2025 20:43:34,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,137,128,0,0.48,40,nan
9/17/2025 20:44:03,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,138,128,0,nan,nan,0.00
9/17/2025 20:44:05,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,138,129,0,1.28,31,nan
9/17/2025 20:44:39,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,123,139,129,0,nan,nan,0.00
9/17/2025 20:44:42,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,123,139,130,0,1.46,37,nan
9/17/2025 21:12:26,1.16.3,FR1 Right,0,4.03,nan,1,Left,Left,124,139,130,0,nan,nan,0.06
9/17/2025 22:43:38,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,140,130,0,nan,nan,0.00
9/17/2025 22:43:40,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,140,131,0,1.40,7138,nan
9/17/2025 22:44:03,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,141,131,0,nan,nan,0.02
9/17/2025 22:44:04,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,141,132,0,0.06,24,nan
9/17/2025 22:44:43,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,142,132,0,nan,nan,0.11
9/17/2025 22:44:43,1.16.3,FR1 Right,0,4.03,2,1,Pellet,Left,124,142,133,0,0.06,39,nan
9/17/2025 22:45:05,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,143,133,0,nan,nan,0.00
9/17/2025 22:45:06,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,143,134,0,0.36,23,nan
9/17/2025 22:45:37,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,124,144,134,0,nan,nan,0.00
9/17/2025 22:45:38,1.16.3,FR1 Right,0,4.02,1,1,Pellet,Left,124,144,135,0,0.36,32,nan
9/17/2025 22:46:03,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,145,135,0,nan,nan,0.02
9/17/2025 22:46:05,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,145,136,0,0.42,27,nan
9/17/2025 22:46:26,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,146,136,0,nan,nan,0.12
9/17/2025 22:46:28,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,146,137,0,0.42,22,nan
9/17/2025 22:46:50,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,124,147,137,0,nan,nan,0.10
9/17/2025 22:46:51,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,147,138,0,0.42,24,nan
9/17/2025 22:47:14,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,148,138,0,nan,nan,0.00
9/17/2025 22:47:15,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,148,139,0,0.42,24,nan
9/17/2025 22:47:38,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,149,139,0,nan,nan,0.00
9/17/2025 22:47:39,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,149,140,0,0.18,24,nan
9/17/2025 22:48:00,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,150,140,0,nan,nan,0.00
9/17/2025 22:48:01,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,150,141,0,0.36,22,nan
9/17/2025 22:48:35,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,151,141,0,nan,nan,0.00
9/17/2025 22:48:36,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,151,142,0,0.06,35,nan
9/17/2025 22:48:59,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,152,142,0,nan,nan,0.00
9/17/2025 22:49:00,1.16.3,FR1 Right,0,4.02,2,1,Pellet,Left,124,152,143,0,0.42,24,nan
9/17/2025 22:49:24,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,153,143,0,nan,nan,0.00
9/17/2025 22:49:25,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,153,144,0,0.24,25,nan
9/17/2025 22:49:52,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,154,144,0,nan,nan,0.00
9/17/2025 22:49:53,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,154,145,0,0.24,28,nan
9/17/2025 22:50:18,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,155,145,0,nan,nan,0.00
9/17/2025 22:50:19,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,155,146,0,0.55,26,nan
9/17/2025 22:50:42,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,156,146,0,nan,nan,0.04
9/17/2025 22:50:43,1.16.3,FR1 Right,0,4.02,1,1,Pellet,Left,124,156,147,0,0.06,24,nan
9/17/2025 22:51:07,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,157,147,0,nan,nan,0.00
9/17/2025 22:51:08,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,157,148,0,0.06,25,nan
9/17/2025 22:51:44,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,158,148,0,nan,nan,0.00
9/17/2025 22:51:46,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,158,149,0,0.79,38,nan
9/17/2025 22:52:12,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,124,159,149,0,nan,nan,0.01
9/17/2025 22:52:14,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,159,150,0,0.55,27,nan
9/17/2025 22:52:46,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,160,150,0,nan,nan,0.00
9/17/2025 22:52:47,1.16.3,FR1 Right,0,4.02,1,1,Pellet,Left,124,160,151,0,0.55,34,nan
9/17/2025 22:53:23,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,161,151,0,nan,nan,0.02
9/17/2025 22:53:24,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,161,152,0,0.36,37,nan
9/17/2025 22:54:22,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,162,152,0,nan,nan,0.12
9/17/2025 22:54:24,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,162,153,0,0.67,60,nan
9/17/2025 22:54:26,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,163,153,0,nan,nan,0.00
9/18/2025 0:45:26,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,163,154,0,Timed_out,6662,nan
9/18/2025 0:46:18,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,124,164,154,0,nan,nan,0.00
9/18/2025 0:46:19,1.16.3,FR1 Right,0,4.02,1,1,Pellet,Left,124,164,155,0,0.97,53,nan
9/18/2025 0:46:41,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,124,165,155,0,nan,nan,0.06
9/18/2025 0:46:42,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,165,156,0,0.42,23,nan
9/18/2025 0:47:21,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,166,156,0,nan,nan,0.00
9/18/2025 0:47:23,1.16.3,FR1 Right,0,4.02,1,1,Pellet,Left,124,166,157,0,1.53,41,nan
9/18/2025 0:47:45,1.16.3,FR1 Right,0,4.02,nan,1,Right,Left,124,167,157,0,nan,nan,0.00
9/18/2025 0:47:46,1.16.3,FR1 Right,0,4.03,1,1,Pellet,Left,124,167,158,0,0.42,23,nan
9/18/2025 0:48:12,1.16.3,FR1 Right,0,4.03,nan,1,Right,Left,124,168,158,0,nan,nan,0.00
9/18/2025 0:48:14,1.16.3,FR1 Right,0,4.02,1,1,Pellet,Left,124,168,159,0,0.73,28,nan
